site_id,stationTriplet,in_basin
libby_reservoir_inflow,1312:MT:SNTL,False
libby_reservoir_inflow,469:MT:SNTL,False
libby_reservoir_inflow,482:MT:SNTL,False
libby_reservoir_inflow,918:MT:SNTL,False
libby_reservoir_inflow,510:MT:SNTL,False
libby_reservoir_inflow,516:MT:SNTL,False
libby_reservoir_inflow,932:MT:SNTL,False
libby_reservoir_inflow,1311:MT:SNTL,False
fontenelle_reservoir_inflow,314:WY:SNTL,False
fontenelle_reservoir_inflow,342:WY:SNTL,False
fontenelle_reservoir_inflow,379:WY:SNTL,False
fontenelle_reservoir_inflow,1130:WY:SNTL,False
fontenelle_reservoir_inflow,405:WY:SNTL,False
fontenelle_reservoir_inflow,419:WY:SNTL,False
fontenelle_reservoir_inflow,923:WY:SNTL,False
fontenelle_reservoir_inflow,460:WY:SNTL,False
fontenelle_reservoir_inflow,493:ID:SNTL,False
fontenelle_reservoir_inflow,497:WY:SNTL,False
fontenelle_reservoir_inflow,506:WY:SNTL,False
fontenelle_reservoir_inflow,944:WY:SNTL,False
fontenelle_reservoir_inflow,509:WY:SNTL,False
fontenelle_reservoir_inflow,525:WY:SNTL,False
fontenelle_reservoir_inflow,544:WY:SNTL,False
fontenelle_reservoir_inflow,554:WY:SNTL,False
fontenelle_reservoir_inflow,560:WY:SNTL,False
fontenelle_reservoir_inflow,1134:WY:SNTL,False
fontenelle_reservoir_inflow,585:WY:SNTL,False
fontenelle_reservoir_inflow,676:WY:SNTL,False
fontenelle_reservoir_inflow,689:WY:SNTL,False
fontenelle_reservoir_inflow,730:WY:SNTL,False
fontenelle_reservoir_inflow,761:ID:SNTL,False
fontenelle_reservoir_inflow,770:ID:SNTL,False
fontenelle_reservoir_inflow,775:WY:SNTL,False
fontenelle_reservoir_inflow,786:WY:SNTL,False
fontenelle_reservoir_inflow,822:WY:SNTL,False
fontenelle_reservoir_inflow,826:WY:SNTL,False
fontenelle_reservoir_inflow,868:WY:SNTL,False
fontenelle_reservoir_inflow,878:WY:SNTL,False
boysen_reservoir_inflow,314:WY:SNTL,False
boysen_reservoir_inflow,325:WY:SNTL,False
boysen_reservoir_inflow,342:WY:SNTL,False
boysen_reservoir_inflow,350:WY:SNTL,False
boysen_reservoir_inflow,460:WY:SNTL,False
boysen_reservoir_inflow,468:WY:SNTL,False
boysen_reservoir_inflow,497:WY:SNTL,False
boysen_reservoir_inflow,501:WY:SNTL,False
boysen_reservoir_inflow,506:WY:SNTL,False
boysen_reservoir_inflow,944:WY:SNTL,False
boysen_reservoir_inflow,555:WY:SNTL,False
boysen_reservoir_inflow,560:WY:SNTL,False
boysen_reservoir_inflow,1134:WY:SNTL,False
boysen_reservoir_inflow,597:WY:SNTL,False
boysen_reservoir_inflow,616:WY:SNTL,False
boysen_reservoir_inflow,625:WY:SNTL,False
boysen_reservoir_inflow,661:WY:SNTL,False
boysen_reservoir_inflow,676:WY:SNTL,False
boysen_reservoir_inflow,1133:WY:SNTL,False
boysen_reservoir_inflow,764:WY:SNTL,False
boysen_reservoir_inflow,819:WY:SNTL,False
boysen_reservoir_inflow,837:WY:SNTL,False
boysen_reservoir_inflow,878:WY:SNTL,False
snake_r_nr_heise,347:MT:SNTL,False
snake_r_nr_heise,350:WY:SNTL,False
snake_r_nr_heise,353:WY:SNTL,False
snake_r_nr_heise,379:WY:SNTL,False
snake_r_nr_heise,384:WY:SNTL,False
snake_r_nr_heise,1130:WY:SNTL,False
snake_r_nr_heise,405:WY:SNTL,False
snake_r_nr_heise,468:WY:SNTL,False
snake_r_nr_heise,471:ID:SNTL,False
snake_r_nr_heise,472:WY:SNTL,False
snake_r_nr_heise,484:ID:SNTL,False
snake_r_nr_heise,493:ID:SNTL,False
snake_r_nr_heise,1082:WY:SNTL,False
snake_r_nr_heise,499:WY:SNTL,False
snake_r_nr_heise,509:WY:SNTL,False
snake_r_nr_heise,544:WY:SNTL,False
snake_r_nr_heise,546:ID:SNTL,False
snake_r_nr_heise,554:WY:SNTL,False
snake_r_nr_heise,555:WY:SNTL,False
snake_r_nr_heise,560:WY:SNTL,False
snake_r_nr_heise,1115:UT:SNTL,False
snake_r_nr_heise,585:WY:SNTL,False
snake_r_nr_heise,597:WY:SNTL,False
snake_r_nr_heise,609:MT:SNTL,False
snake_r_nr_heise,616:WY:SNTL,False
snake_r_nr_heise,661:WY:SNTL,False
snake_r_nr_heise,683:WY:SNTL,False
snake_r_nr_heise,695:ID:SNTL,False
snake_r_nr_heise,741:ID:SNTL,False
snake_r_nr_heise,749:ID:SNTL,False
snake_r_nr_heise,761:ID:SNTL,False
snake_r_nr_heise,765:WY:SNTL,False
snake_r_nr_heise,770:ID:SNTL,False
snake_r_nr_heise,779:WY:SNTL,False
snake_r_nr_heise,786:WY:SNTL,False
snake_r_nr_heise,806:WY:SNTL,False
snake_r_nr_heise,807:WY:SNTL,False
snake_r_nr_heise,816:WY:SNTL,False
snake_r_nr_heise,819:WY:SNTL,False
snake_r_nr_heise,822:WY:SNTL,False
snake_r_nr_heise,831:WY:SNTL,False
snake_r_nr_heise,924:MT:SNTL,False
snake_r_nr_heise,858:MT:SNTL,False
snake_r_nr_heise,860:ID:SNTL,False
snake_r_nr_heise,878:WY:SNTL,False
owyhee_r_bl_owyhee_dam,321:NV:SNTL,False
owyhee_r_bl_owyhee_dam,373:NV:SNTL,False
owyhee_r_bl_owyhee_dam,445:NV:SNTL,False
owyhee_r_bl_owyhee_dam,454:NV:SNTL,False
owyhee_r_bl_owyhee_dam,477:OR:SNTL,False
owyhee_r_bl_owyhee_dam,1262:NV:SNTL,False
owyhee_r_bl_owyhee_dam,498:NV:SNTL,False
owyhee_r_bl_owyhee_dam,1211:NV:SNTL,False
owyhee_r_bl_owyhee_dam,569:NV:SNTL,False
owyhee_r_bl_owyhee_dam,1207:NV:SNTL,False
owyhee_r_bl_owyhee_dam,1206:NV:SNTL,False
owyhee_r_bl_owyhee_dam,1272:NV:SNTL,False
owyhee_r_bl_owyhee_dam,698:NV:SNTL,False
owyhee_r_bl_owyhee_dam,2029:ID:SNTL,False
owyhee_r_bl_owyhee_dam,746:NV:SNTL,False
owyhee_r_bl_owyhee_dam,759:OR:SNTL,False
owyhee_r_bl_owyhee_dam,1208:NV:SNTL,False
owyhee_r_bl_owyhee_dam,1203:NV:SNTL,False
owyhee_r_bl_owyhee_dam,1136:NV:SNTL,False
owyhee_r_bl_owyhee_dam,871:ID:SNTL,False
detroit_lake_inflow,1166:OR:SNTL,False
detroit_lake_inflow,398:OR:SNTL,False
detroit_lake_inflow,401:OR:SNTL,False
detroit_lake_inflow,434:OR:SNTL,False
detroit_lake_inflow,526:OR:SNTL,False
detroit_lake_inflow,552:OR:SNTL,False
detroit_lake_inflow,584:OR:SNTL,False
detroit_lake_inflow,619:OR:SNTL,False
detroit_lake_inflow,651:OR:SNTL,False
detroit_lake_inflow,655:OR:SNTL,False
detroit_lake_inflow,687:OR:SNTL,False
detroit_lake_inflow,719:OR:SNTL,False
detroit_lake_inflow,733:OR:SNTL,False
detroit_lake_inflow,1167:OR:SNTL,False
detroit_lake_inflow,815:OR:SNTL,False
animas_r_at_durango,327:CO:SNTL,False
animas_r_at_durango,1185:CO:SNTL,False
animas_r_at_durango,904:CO:SNTL,False
animas_r_at_durango,465:CO:SNTL,False
animas_r_at_durango,538:CO:SNTL,False
animas_r_at_durango,586:CO:SNTL,False
animas_r_at_durango,589:CO:SNTL,False
animas_r_at_durango,905:CO:SNTL,False
animas_r_at_durango,624:CO:SNTL,False
animas_r_at_durango,739:CO:SNTL,False
animas_r_at_durango,1060:CO:SNTL,False
animas_r_at_durango,762:CO:SNTL,False
animas_r_at_durango,797:CO:SNTL,False
animas_r_at_durango,839:CO:SNTL,False
animas_r_at_durango,843:CO:SNTL,False
animas_r_at_durango,1188:CO:SNTL,False
animas_r_at_durango,1160:CO:SNTL,False
pueblo_reservoir_inflow,1041:CO:SNTL,False
pueblo_reservoir_inflow,335:CO:SNTL,False
pueblo_reservoir_inflow,938:CO:SNTL,False
pueblo_reservoir_inflow,380:CO:SNTL,False
pueblo_reservoir_inflow,1101:CO:SNTL,False
pueblo_reservoir_inflow,1059:CO:SNTL,False
pueblo_reservoir_inflow,415:CO:SNTL,False
pueblo_reservoir_inflow,936:CO:SNTL,False
pueblo_reservoir_inflow,1120:CO:SNTL,False
pueblo_reservoir_inflow,1186:CO:SNTL,False
pueblo_reservoir_inflow,485:CO:SNTL,False
pueblo_reservoir_inflow,1057:CO:SNTL,False
pueblo_reservoir_inflow,505:CO:SNTL,False
pueblo_reservoir_inflow,1102:CO:SNTL,False
pueblo_reservoir_inflow,531:CO:SNTL,False
pueblo_reservoir_inflow,542:CO:SNTL,False
pueblo_reservoir_inflow,547:CO:SNTL,False
pueblo_reservoir_inflow,935:CO:SNTL,False
pueblo_reservoir_inflow,970:CO:SNTL,False
pueblo_reservoir_inflow,556:CO:SNTL,False
pueblo_reservoir_inflow,602:CO:SNTL,False
pueblo_reservoir_inflow,618:CO:SNTL,False
pueblo_reservoir_inflow,1040:CO:SNTL,False
pueblo_reservoir_inflow,914:CO:SNTL,False
pueblo_reservoir_inflow,937:CO:SNTL,False
pueblo_reservoir_inflow,1014:CO:SNTL,False
pueblo_reservoir_inflow,1124:CO:SNTL,False
pueblo_reservoir_inflow,658:CO:SNTL,False
pueblo_reservoir_inflow,669:CO:SNTL,False
pueblo_reservoir_inflow,680:CO:SNTL,False
pueblo_reservoir_inflow,701:CO:SNTL,False
pueblo_reservoir_inflow,939:CO:SNTL,False
pueblo_reservoir_inflow,1128:CO:SNTL,False
pueblo_reservoir_inflow,737:CO:SNTL,False
pueblo_reservoir_inflow,802:CO:SNTL,False
pueblo_reservoir_inflow,829:CO:SNTL,False
pueblo_reservoir_inflow,1141:CO:SNTL,False
pueblo_reservoir_inflow,1005:CO:SNTL,False
pueblo_reservoir_inflow,842:CO:SNTL,False
taylor_park_reservoir_inflow,1041:CO:SNTL,False
taylor_park_reservoir_inflow,369:CO:SNTL,False
taylor_park_reservoir_inflow,938:CO:SNTL,False
taylor_park_reservoir_inflow,380:CO:SNTL,False
taylor_park_reservoir_inflow,1101:CO:SNTL,False
taylor_park_reservoir_inflow,1059:CO:SNTL,False
taylor_park_reservoir_inflow,415:CO:SNTL,False
taylor_park_reservoir_inflow,485:CO:SNTL,False
taylor_park_reservoir_inflow,531:CO:SNTL,False
taylor_park_reservoir_inflow,542:CO:SNTL,False
taylor_park_reservoir_inflow,547:CO:SNTL,False
taylor_park_reservoir_inflow,556:CO:SNTL,False
taylor_park_reservoir_inflow,618:CO:SNTL,False
taylor_park_reservoir_inflow,1040:CO:SNTL,False
taylor_park_reservoir_inflow,658:CO:SNTL,False
taylor_park_reservoir_inflow,669:CO:SNTL,False
taylor_park_reservoir_inflow,701:CO:SNTL,False
taylor_park_reservoir_inflow,939:CO:SNTL,False
taylor_park_reservoir_inflow,1100:CO:SNTL,False
taylor_park_reservoir_inflow,1128:CO:SNTL,False
taylor_park_reservoir_inflow,737:CO:SNTL,False
ruedi_reservoir_inflow,1041:CO:SNTL,False
ruedi_reservoir_inflow,345:CO:SNTL,False
ruedi_reservoir_inflow,369:CO:SNTL,False
ruedi_reservoir_inflow,938:CO:SNTL,False
ruedi_reservoir_inflow,380:CO:SNTL,False
ruedi_reservoir_inflow,415:CO:SNTL,False
ruedi_reservoir_inflow,1120:CO:SNTL,False
ruedi_reservoir_inflow,485:CO:SNTL,False
ruedi_reservoir_inflow,505:CO:SNTL,False
ruedi_reservoir_inflow,531:CO:SNTL,False
ruedi_reservoir_inflow,542:CO:SNTL,False
ruedi_reservoir_inflow,935:CO:SNTL,False
ruedi_reservoir_inflow,602:CO:SNTL,False
ruedi_reservoir_inflow,618:CO:SNTL,False
ruedi_reservoir_inflow,1040:CO:SNTL,False
ruedi_reservoir_inflow,937:CO:SNTL,False
ruedi_reservoir_inflow,1014:CO:SNTL,False
ruedi_reservoir_inflow,669:CO:SNTL,False
ruedi_reservoir_inflow,680:CO:SNTL,False
ruedi_reservoir_inflow,939:CO:SNTL,False
ruedi_reservoir_inflow,1100:CO:SNTL,False
ruedi_reservoir_inflow,737:CO:SNTL,False
ruedi_reservoir_inflow,802:CO:SNTL,False
ruedi_reservoir_inflow,1141:CO:SNTL,False
ruedi_reservoir_inflow,842:CO:SNTL,False
stehekin_r_at_stehekin,990:WA:SNTL,False
stehekin_r_at_stehekin,1080:WA:SNTL,False
stehekin_r_at_stehekin,998:WA:SNTL,False
stehekin_r_at_stehekin,515:WA:SNTL,False
stehekin_r_at_stehekin,991:WA:SNTL,False
stehekin_r_at_stehekin,606:WA:SNTL,False
stehekin_r_at_stehekin,999:WA:SNTL,False
stehekin_r_at_stehekin,1259:WA:SNTL,False
stehekin_r_at_stehekin,699:WA:SNTL,False
stehekin_r_at_stehekin,711:WA:SNTL,False
stehekin_r_at_stehekin,728:WA:SNTL,False
stehekin_r_at_stehekin,791:WA:SNTL,False
stehekin_r_at_stehekin,975:WA:SNTL,False
stehekin_r_at_stehekin,817:WA:SNTL,False
stehekin_r_at_stehekin,1171:WA:SNTL,False
skagit_ross_reservoir,998:WA:SNTL,False
skagit_ross_reservoir,910:WA:SNTL,False
skagit_ross_reservoir,515:WA:SNTL,False
skagit_ross_reservoir,606:WA:SNTL,False
skagit_ross_reservoir,999:WA:SNTL,False
skagit_ross_reservoir,1011:WA:SNTL,False
skagit_ross_reservoir,681:WA:SNTL,False
skagit_ross_reservoir,711:WA:SNTL,False
skagit_ross_reservoir,975:WA:SNTL,False
skagit_ross_reservoir,817:WA:SNTL,False
skagit_ross_reservoir,909:WA:SNTL,False
san_joaquin_river_millerton_reservoir,340:NV:SNTL,False
san_joaquin_river_millerton_reservoir,356:CA:SNTL,False
san_joaquin_river_millerton_reservoir,1051:CA:SNTL,False
san_joaquin_river_millerton_reservoir,428:CA:SNTL,False
san_joaquin_river_millerton_reservoir,462:CA:SNTL,False
san_joaquin_river_millerton_reservoir,463:CA:SNTL,False
san_joaquin_river_millerton_reservoir,473:CA:SNTL,False
san_joaquin_river_millerton_reservoir,1049:CA:SNTL,False
san_joaquin_river_millerton_reservoir,508:CA:SNTL,False
san_joaquin_river_millerton_reservoir,518:CA:SNTL,False
san_joaquin_river_millerton_reservoir,1050:CA:SNTL,False
san_joaquin_river_millerton_reservoir,539:CA:SNTL,False
san_joaquin_river_millerton_reservoir,540:CA:SNTL,False
san_joaquin_river_millerton_reservoir,541:CA:SNTL,False
san_joaquin_river_millerton_reservoir,574:CA:SNTL,False
san_joaquin_river_millerton_reservoir,575:CA:SNTL,False
san_joaquin_river_millerton_reservoir,1242:NV:SNTL,False
san_joaquin_river_millerton_reservoir,587:CA:SNTL,False
san_joaquin_river_millerton_reservoir,615:NV:SNTL,False
san_joaquin_river_millerton_reservoir,633:CA:SNTL,False
san_joaquin_river_millerton_reservoir,652:NV:SNTL,False
san_joaquin_river_millerton_reservoir,784:CA:SNTL,False
san_joaquin_river_millerton_reservoir,697:CA:SNTL,False
san_joaquin_river_millerton_reservoir,724:CA:SNTL,False
san_joaquin_river_millerton_reservoir,771:CA:SNTL,False
san_joaquin_river_millerton_reservoir,778:CA:SNTL,False
san_joaquin_river_millerton_reservoir,1052:CA:SNTL,False
san_joaquin_river_millerton_reservoir,809:CA:SNTL,False
san_joaquin_river_millerton_reservoir,834:CA:SNTL,False
san_joaquin_river_millerton_reservoir,848:CA:SNTL,False
san_joaquin_river_millerton_reservoir,1317:CA:SNTL,False
sweetwater_r_nr_alcova,342:WY:SNTL,False
sweetwater_r_nr_alcova,923:WY:SNTL,False
sweetwater_r_nr_alcova,525:WY:SNTL,False
sweetwater_r_nr_alcova,1133:WY:SNTL,False
sweetwater_r_nr_alcova,775:WY:SNTL,False
sweetwater_r_nr_alcova,786:WY:SNTL,False
sweetwater_r_nr_alcova,826:WY:SNTL,False
colville_r_at_kettle_falls,376:WA:SNTL,False
colville_r_at_kettle_falls,1256:WA:SNTL,False
colville_r_at_kettle_falls,988:ID:SNTL,False
colville_r_at_kettle_falls,707:WA:SNTL,False
colville_r_at_kettle_falls,1081:ID:SNTL,False
colville_r_at_kettle_falls,738:ID:SNTL,False
colville_r_at_kettle_falls,1038:ID:SNTL,False
colville_r_at_kettle_falls,1043:WA:SNTL,False
pecos_r_nr_pecos,921:NM:SNTL,False
pecos_r_nr_pecos,491:NM:SNTL,False
pecos_r_nr_pecos,1170:NM:SNTL,False
pecos_r_nr_pecos,708:NM:SNTL,False
pecos_r_nr_pecos,1254:NM:SNTL,False
pecos_r_nr_pecos,922:NM:SNTL,False
pecos_r_nr_pecos,1307:NM:SNTL,False
pecos_r_nr_pecos,934:NM:SNTL,False
pecos_r_nr_pecos,1083:NM:SNTL,False
pecos_r_nr_pecos,854:NM:SNTL,False
merced_river_yosemite_at_pohono_bridge,574:CA:SNTL,False
merced_river_yosemite_at_pohono_bridge,575:CA:SNTL,False
merced_river_yosemite_at_pohono_bridge,587:CA:SNTL,False
merced_river_yosemite_at_pohono_bridge,771:CA:SNTL,False
merced_river_yosemite_at_pohono_bridge,1052:CA:SNTL,False
merced_river_yosemite_at_pohono_bridge,846:CA:SNTL,False
merced_river_yosemite_at_pohono_bridge,1317:CA:SNTL,False
american_river_folsom_lake,846:CA:SNTL,False
american_river_folsom_lake,1317:CA:SNTL,False
